0	0	1E-05	0.002
0.00025	-0.04	1E-05	0.002
0.0005	0.064	1E-05	0.002
0.00075	-0.066	1E-05	0.002
0.001	0.064	1E-05	0.002
0.00125	-0.05	1E-05	0.002
0.0015	0.038	1E-05	0.002
0.00175	-0.024	1E-05	0.002
0.00011	0.17	1E-05	0.002
0.00036	-0.12	1E-05	0.002
0.00062	0.086	1E-05	0.002
0.00086	-0.048	1E-05	0.002
0.00111	0.022	1E-05	0.002
0.00136	-0.004	1E-05	0.002
0.00161	-0.008	1E-05	0.002
0.00186	0.018	1E-05	0.002
